"","plots","lat","lon","elevation","slope","aspect","burn_count","canopy07","canopy18","inv_ratio07","inv_ratio18","soil_texture","drainage","soil_index","tree_group","tree_group_07","tree_group_18","area_name","com_class","geo_drainage","ECM_ACM"
"103","F122",41.8131173849797,-88.0432484062444,778.560668945312,0.232191019156892,259.798720538765,5,6.4855881261456,9.47245481797137,NA,0.833333333333333,1,2,2,"BurOak","Quercus","Juglans","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",838.883598642864,0
"104","F129",41.8131818999048,-88.040683058722,778.697326660156,0.156846013632607,351.643046813216,6,13.1953163262304,8.63943580824369,0.166666666666667,NA,1,2,2,"Maple","Acer","Acer","East Woods","Mesic woodland",833.851136774433,0
"105","F134",41.8132279955794,-88.0388505334527,755.585144042969,0.0639153899316747,40.2203068236319,1,15.9270710308666,8.95133606139881,NA,NA,2,2,4,"Maple","","Acer","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",758.155840636773,0
"106","FF112",41.8201586111093,-88.0472306288802,732.2236328125,0.00757514911436724,337.984161201843,1,7.42824395522311,4.58766603996376,0.038961038961039,NA,1,2,2,"Cherry","Fraxinus","Fraxinus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",734.783913231898,0
"107","FF114",41.8201770262597,-88.0464977249292,722.788635253906,0.281646801268716,140.20836411803,1,19.2334661494374,11.1755549805891,0.568965517241379,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic savanna, Mesic woodland",762.277872518869,0
"108","FF117",41.8202048100115,-88.045397679628,712.04248046875,0.250974170387457,207.819402585258,1,26.3827449424212,21.8185868179436,0.387096774193548,NA,1,4,4,"WOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",764.199782623002,0
"109","FF123",41.8202600057588,-88.0431987343473,682.631286621094,0.184981948489639,61.1283792561196,1,7.53373241835721,12.968968755297,0.157894736842105,NA,1,4,4,"AshElm","Fraxinus","","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",693.938933323905,0
"110","FF126",41.8202877584899,-88.0420989156719,678.90478515625,0.198411983944674,295.845121724426,1,9.35902470855836,0.000845395601331164,0.636363636363636,NA,2,2,4,NA,"","Trifolium","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",737.604002697947,0
"111","FF127",41.8202967793383,-88.0417326924321,679.945068359375,0.0593619898083651,38.1563999157747,1,15.2593906040275,9.67530749251078,0.853658536585366,NA,2,2,4,NA,"Salix","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",682.210108182299,0
"112","FF132",41.8203428910726,-88.0398999650841,678.925231933594,0.129560032718554,264.556962703182,NA,NA,2.76867059435956,0.597701149425287,NA,2,2,4,NA,NA,"","East Woods","Mesic-wet mesic shrubland, Mesic woodland",713.201240677339,0
"113","FF138",41.8203979815495,-88.0377010109679,678.877746582031,0.176497068726375,188.818875442859,NA,5.20553170007353,3.64353668635313,0.882352941176471,0.909090909090909,NA,NA,NA,"AshElm","Ulmus","Prunus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",712.203724617906,0
"114","FF146",41.8204717126581,-88.0347689122218,725.935729980469,0.11763001513745,229.222475434331,NA,11.5084751499757,NA,0.75,NA,NA,NA,NA,"BurOak","Quercus",NA,"Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",752.899173235653,0
"115","FF91",41.819965143928,-88.054927242277,722.062316894531,0.070615498777468,159.460600221075,1,9.87593271871981,5.5913704216002,0.433333333333333,NA,1,4,4,NA,"Liriodendron","Liriodendron","East Woods","Mesic woodland",733.322706714497,0
"116","FF94",41.8199926676175,-88.0538281224449,724.711791992188,0.0425068933866637,339.327208998988,1,NA,0.535710284651532,0.938144329896907,NA,1,4,4,NA,NA,"Tilia","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",739.135537488302,0
"117","G109",41.8132716821634,-88.04802430688,762.706848144531,0.172821705991064,283.499046707779,6,15.2709218000297,15.9232205920608,0.366666666666667,NA,1,4,4,"ROak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",811.70163704341,0
"118","G126",41.8134286200279,-88.0417941299685,781.939514160156,0.259182020354532,16.9115949782223,6,8.71604014710448,4.32755472134619,0.156862745098039,NA,2,2,4,NA,"Tilia","Tilia","East Woods","Mesic savanna, Mesic woodland",786.322695514029,0
"119","G132",41.8134837481552,-88.0395956429245,778.387878417969,0.179483731340691,67.8561440563481,2,14.5340379655821,8.56046740512335,0.142857142857143,NA,1,2,2,"Maple","Acer","Acer","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",790.566952347594,0
"120","G137",41.8135298258625,-88.0377628791091,753.387939453125,0.0107938430054932,185.722688509775,NA,5.42797100714195,2.63579131374233,0.963963963963964,NA,1,4,4,"GAsh","Fraxinus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",755.392600995458,0
"121","GG103",41.8203503180053,-88.0505412494193,717.8935546875,0.0209679862831396,46.3863934350342,3,NA,NA,1,NA,1,4,4,NA,NA,NA,"Hidden Lake","Dry mesic woodland, Mesic-wet mesic woodland, Mesic woodland",718.86618394877,0
"122","GG113",41.8204424535632,-88.0468760246931,731.856140136719,0.0929792050789918,192.798444886922,1,8.24289606919538,7.17785671497029,0.2,NA,1,2,2,"WOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic shrubland",749.782386282771,0
"123","GG121",41.8205160725741,-88.0439437117415,694.440368652344,1.18209991169134,246.246767459812,1,20.7379066306192,14.206103770373,0.0106382978723404,NA,1,4,4,"ROak","Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic woodland",985.528650720866,0
"124","GG122",41.8205250998775,-88.0435777167193,692.189086914062,0.217805900392538,77.9249806211563,1,7.39850293796828,4.72081584717342,0.555555555555556,NA,1,4,4,"Cherry","Fraxinus","Fraxinus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",709.161607481324,0
"125","GG127",41.8205712410303,-88.0417449840198,678.267028808594,0.0370672462060547,344.049743993934,NA,5.5514254794373,8.21948554328244,0.943820224719101,NA,2,2,4,NA,"Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",691.020005376347,0
"126","GG135",41.820645075348,-88.0388128814176,678.629089355469,0.143962763012863,212.921037227898,NA,10.4372715091839,6.86317511028679,0.0666666666666667,1,NA,NA,NA,"AshElm","Juglans","Juglans","East Woods","Mesic savanna, Mesic woodland",709.281790178362,0
"127","GG140",41.8206907974238,-88.0369801438893,681.537414550781,0.299808747435958,158.941360040706,NA,15.5150840543116,10.339763073289,0.857142857142857,1,NA,NA,NA,"WnutElm","Tilia","Tilia","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",729.189424620353,0
"128","GG146",41.8207461749932,-88.0347811741169,725.993957519531,0.236783741332077,282.494404098832,NA,9.07130310775955,3.64956435699062,0.761904761904762,1,NA,NA,NA,"GAsh","Fraxinus","Fraxinus","East Woods","Mesic savanna, Mesic woodland",792.884039427428,0
"129","GG92",41.820249008106,-88.0545729086747,717.927795410156,0.097016733889591,306.805183085388,1,14.0483864288304,5.77797459268202,NA,NA,1,4,4,"WnutElm","Juglans","Juglans","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",747.693032213498,0
"130","GG94",41.8202671281828,-88.0538404656046,723.46142578125,0.265953046386994,20.4876422538575,1,16.7182953728557,8.6334081376062,NA,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic savanna, Mesic woodland",728.91017665195,0
"131","H115",41.8136013918655,-88.0458379076193,764.924560546875,0.351462475760626,91.8085385351259,6,13.3427288026301,8.37223162053095,0.28125,NA,2,2,4,"ROak","Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic woodland",797.191816796395,0
"132","H127",41.8137121020846,-88.041440234892,770.757019042969,0.276123089909474,23.2180471624721,2,NA,0.0541053184851945,0.760869565217391,NA,1,2,2,NA,NA,"Trifolium","East Woods","Mesic-wet mesic woodland, Mesic woodland",777.168057967135,0
"133","HA124",41.8260348432755,-88.0430949971874,693.891235351562,0.017434890283573,169.506696012086,NA,2.42634539890813,2.58288645701102,0.520547945205479,0.962962962962963,NA,NA,NA,"AshElm","Acer","","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",696.846565998864,0
"134","HA127",41.8260625269593,-88.0419954734859,702.149658203125,0.261249959600145,230.068546671489,NA,19.2720978540732,15.4173358642242,1,1,NA,NA,NA,"AshElm","","","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",762.255056726316,0
"135","HA132",41.8261086430378,-88.0401629320128,716.891357421875,0.0641751574050881,129.563318137339,NA,5.81804177904888,3.09332786713877,0.169014084507042,1,NA,NA,NA,"WnutElm","Tilia","Tilia","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",725.206103757264,0
"136","HA147",41.8262468158125,-88.0346652928385,721.952453613281,0.100619628756684,120.301029192514,NA,12.1397433737907,7.00533683460664,0.821428571428571,1,NA,NA,NA,"GAsh","Fraxinus","Juglans","East Woods","Mesic woodland",734.057098509679,0
"137","HB125",41.826318488052,-88.0427407505288,697.444641113281,0.117090599311711,290.398942106418,NA,4.70506020935141,5.94107676604685,0.592592592592593,0.986842105263158,NA,NA,NA,"AshElm","Acer","Rhamnus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",731.447627284008,0
"138","HB126",41.8263277159804,-88.0423742410656,699.893676757812,0.149049907365126,268.048152530306,NA,3.34070820431677,3.1242101684554,0.443037974683544,1,NA,NA,NA,"GAsh","Fraxinus","Prunus","East Woods","Mesic savanna, Mesic woodland",739.846229061847,0
"139","HB129",41.8263553927475,-88.0412747120844,720.838073730469,0.288641674753029,265.966645439293,NA,4.46431893290978,3.99191575970569,0.204545454545455,1,NA,NA,NA,"WnutElm","Ulmus","Fraxinus","East Woods","Mesic woodland",797.607131698512,0
"140","HB131",41.8263738380768,-88.0405416922711,726.371643066406,0.241254627956118,183.698195515665,NA,29.894765971262,19.5107075500456,0.388059701492537,0.5,NA,NA,NA,"BurOak","Quercus","Quercus","East Woods","Mesic woodland",770.689682881748,0
"141","HB136",41.8264199309295,-88.038709141015,748.573913574219,0.0909993552075309,324.774345152074,NA,15.4017450785445,7.71442084917916,0.0714285714285714,0.833333333333333,NA,NA,NA,"ROak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic shrubland",778.128169571006,0
"142","HB138",41.8264383598823,-88.0379761198239,747.793273925781,0.162467898003333,336.78529253053,NA,13.9995611131129,7.50532915510193,0.703703703703704,1,NA,NA,NA,"B.wood","Fraxinus","Juglans","East Woods","Mesic-wet mesic woodland, Mesic woodland",802.510072481654,0
"143","HB141",41.8264659945384,-88.0368765873,745.835754394531,0.130601600472759,13.8981426951521,NA,26.2461506553735,15.7127509031534,0.418604651162791,0.8,NA,NA,NA,"Cherry","Prunus","Prunus","East Woods","Mesic woodland",747.650874074117,0
"144","HB143",41.8264844117937,-88.0361435651262,742.492736816406,0.112382709783818,43.3829887826995,NA,15.2448354279594,16.4387174678845,0.0769230769230769,0.666666666666667,NA,NA,NA,"Cherry","Prunus","Tilia","East Woods","Mesic savanna, Mesic woodland",747.368234654327,0
"145","HB146",41.8265120289035,-88.0350440311289,732.908264160156,0.125726915398107,139.909540744408,NA,10.947751300272,4.4242848860505,0.918367346938776,1,NA,NA,NA,"GAsh","Fraxinus","Fraxinus","East Woods","Mesic woodland",750.498659152716,0
"146","HC126",41.8266021317121,-88.0423865007441,700.041076660156,0.212461612962956,267.318629888719,NA,4.31154597208114,4.82558572404639,0.317073170731707,1,NA,NA,NA,"Cherry","Acer","Acer","East Woods","Mesic-wet mesic woodland, Mesic woodland",756.836023941361,0
"147","HC130",41.8266390318641,-88.0409204556542,720.418762207031,0.401031057708967,310.762743097385,NA,6.70422247669154,3.76424227031119,0.25,0.888888888888889,NA,NA,NA,"WnutElm","Juglans","Tilia","East Woods","Mesic-wet mesic woodland, Mesic woodland",845.044273767915,0
"148","HC135",41.8266851307345,-88.0390878970762,742.847778320312,0.189219612787383,284.025165397768,NA,26.1571122380083,16.0139738098637,0.0666666666666667,0.857142857142857,NA,NA,NA,"ROak","Quercus","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",796.59091013875,0
"149","HC142",41.8267496200231,-88.0365223109356,741.415710449219,0.157304998900865,37.7429369829983,NA,11.2836327213709,3.87491300848146,0.780487804878049,1,NA,NA,NA,"WnutElm","Ulmus","Tilia","East Woods","Mesic woodland",747.352863109845,0
"150","HC144",41.8267680350062,-88.0357892854396,738.120727539062,0.15902710252001,17.7122568741763,NA,13.3583748771822,8.29649262860769,0.888888888888889,0.8,NA,NA,NA,"B.wood","Juglans","Juglans","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",740.937456428852,0
"151","HD134",41.8269503292879,-88.0394666562624,734.166320800781,0.185336284703406,286.454574346543,NA,23.2988716415295,13.5042394342358,0.327868852459016,NA,NA,NA,NA,"BurOak","Quercus","Quercus","East Woods","Mesic savanna, Mesic woodland",787.256747346465,0
"152","HD135",41.8269595467562,-88.0391001427871,738.288940429688,0.252390969908267,343.231067331882,NA,16.127907605976,8.05037260719215,NA,NA,NA,NA,NA,"ROak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",824.917362416231,0
"153","HD142",41.827024036281,-88.0365345457066,737.358337402344,0.179602080022047,14.9880566964614,NA,24.3490041351163,11.7866914607914,0.97,1,NA,NA,NA,"BurOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",740.050223560517,0
"154","HD143",41.8270332443911,-88.0361680314449,735.184692382812,0.0906762259105795,24.7512873464315,NA,23.0392334062904,11.8331713109526,0.935483870967742,0.6,NA,NA,NA,"ROak","Quercus","Quercus","East Woods","Mesic savanna, Mesic woodland",737.429045705815,0
"155","HD146",41.8270608617028,-88.0350684880705,735.653198242188,0.229220232142394,281.043767276915,NA,27.6495474253347,19.1835140904624,0.142857142857143,NA,NA,NA,NA,"BurOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic shrubland",800.074115819575,0
"156","HD147",41.8270700651338,-88.034701973416,743.485229492188,0.178156120982595,323.738327335175,NA,12.0517982220172,10.0089344126201,0.705882352941177,1,NA,NA,NA,"ROak","Quercus","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",801.161194103616,0
"157","HE136",41.8272431790961,-88.0387458734592,733.587524414062,0.144216063520159,329.134379116192,NA,2.12141526340687,0.942176489771555,0.132352941176471,NA,NA,NA,NA,"WnutElm","Ulmus","Juglans","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",781.053988939351,0
"158","HH100",41.8205969457559,-88.0516536291402,732.204345703125,0.00284733272968905,143.283709974593,4,6.55098995881402,5.85974970919879,0.549450549450549,NA,2,2,4,NA,"Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",732.612322100167,0
"159","HH103",41.8206247788649,-88.0505535786109,722.335571289062,0.410764876781115,190.774245267783,3,19.4241828319615,11.973160368577,0.123595505617978,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",800.698930639493,0
"160","HH105",41.8206432152015,-88.0498206701812,722.972534179688,0.36737146876319,197.936824711226,2,NA,7.86773334148057,NA,NA,1,4,4,"BurOak",NA,"Quercus","East Woods","Mesic woodland",795.688876196173,0
"161","HH106",41.8206522634482,-88.0494544430205,728.771667480469,0.434937080815918,218.683478180313,2,34.906826182705,16.9304756352228,0.0842105263157895,NA,1,4,4,"WOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",823.885221102886,0
"162","HH110",41.8206891140621,-88.0479883981384,728.888061523438,0.164156391910244,109.229860682738,3,21.4762761632966,15.8203105855107,0.21978021978022,NA,2,2,4,"WOak","Quercus","Quercus","East Woods","Mesic woodland",746.818841341975,0
"163","HH112",41.8207075329853,-88.04725525937,730.881774902344,0.126378263057868,216.734267847089,1,14.7119577258097,7.18438316901256,0.583333333333333,NA,1,2,2,"WOak","Quercus","Quercus","East Woods","Mesic woodland",758.272275217978,0
"164","HH115",41.8207353250069,-88.0461554342419,725.974304199219,0.155092254834762,108.243869238973,1,26.3716658639866,14.6212860041427,0.032258064516129,NA,1,4,4,"WOak","Quercus","Quercus","Hidden Lake","Dry mesic woodland, Mesic-wet mesic woodland, Mesic woodland",742.76208995153,0
"165","HH116",41.820744358781,-88.0457892089497,718.682922363281,0.314629991855376,127.767956278803,1,37.4502588723975,16.5125965894848,NA,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",758.882553406659,0
"166","HH126",41.8208366817917,-88.0421235020686,676.182739257812,0.0326715645154384,343.16488683437,NA,8.25609506163985,5.80430021170748,0.474747474747475,NA,2,2,4,NA,"Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",687.394472997454,0
"167","HH130",41.8208734410194,-88.0406572171763,678.325317382812,0.20355695882456,231.74887544888,NA,NA,0.00676316481064931,0.764705882352941,NA,2,2,4,NA,NA,"Viburnum","East Woods","Mesic-wet mesic woodland, Mesic woodland",725.499413680198,0
"168","HH139",41.8209562544107,-88.0373588721768,689.746887207031,0.434046638493599,124.354277492009,NA,6.86412026256908,2.13572290764292,0.404761904761905,NA,NA,NA,NA,"WnutElm","Tilia","","East Woods","Mesic-wet mesic woodland, Mesic woodland",743.722443334738,0
"169","HH147",41.8210299761019,-88.0344265183401,727.872619628906,0.0139179695876362,340.054478559038,NA,30.9451492091842,18.4272570013356,0.912408759124088,1,NA,NA,NA,"BurOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",732.60548751963,0
"170","HH79",41.8204028387765,-88.059350055442,683.240173339844,0.265312336711936,293.567624694475,1,27.2172802536994,17.0349158078113,0.192307692307692,0.818181818181818,1,4,4,NA,"Quercus","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",761.127285830508,0
"171","HH85",41.8204583021698,-88.0571513432136,713.819152832031,0.247632548804542,306.822842583207,NA,9.39373377760398,8.43983790676941,0.177215189873418,0.0769230769230769,1,4,4,NA,"Pinus","Pinus","East Woods","Mesic woodland",789.798475372365,0
"172","HH87",41.820476780613,-88.0564184383452,712.986083984375,0.248111058284003,7.58414712873678,2,20.4633495301243,7.58204035196671,0.45,0.333333333333333,1,2,2,NA,"","Quercus","Hidden Lake","Mesic-wet mesic shrubland",714.867794754667,0
"173","HH90",41.8205046604712,-88.055318850271,713.243469238281,0.158720064247429,36.0605207792959,3,34.4734038625201,19.9105120378272,0.740740740740741,NA,1,2,2,"ROak","Quercus","Quercus","East Woods","Mesic woodland",718.966997413167,0
"174","HH93",41.820532528689,-88.0542188027155,720.586120605469,0.140516415552316,64.9659208894496,1,15.34370156919,10.946867016473,0.0961538461538462,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",729.71489894191,0
"175","HH96",41.8205600455678,-88.0531196729198,716.035461425781,0.290673288813353,271.643592115037,1,1.968516845871,3.96680751034615,0.222222222222222,NA,1,4,4,"B.wood","Tilia","Tilia","East Woods","Mesic-wet mesic woodland, Mesic woodland",794.994997730932,0
"176","I107",41.813802180974,-88.0487817717611,747.728271484375,0.880458651831132,249.4883472282,NA,38.1659831312603,10.5422860435439,0.0645161290322581,NA,1,2,2,"BurOak","Quercus","Quercus","East Woods","Mesic woodland",967.392445332493,0
"177","I109",41.8138206041406,-88.0480487107288,765.184509277344,0.225902521405405,266.898392135968,NA,22.3211917490053,12.7652453232882,0.833333333333333,0.0606060606060606,1,4,4,"BurOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",825.477529019908,0
"178","I116",41.8138848852758,-88.0454835708,764.521240234375,0.0671366146282882,311.870688046031,6,19.7925058020242,14.3251185631284,0.0461538461538462,NA,2,2,4,"WOak","Quercus","Quercus","East Woods","Mesic woodland",785.45918243158,0
"179","I117",41.8138939164633,-88.0451171551633,765.52392578125,0.0675714764122454,318.356263106487,6,15.8328868595553,9.54175189541249,NA,NA,2,2,4,"ROak","Quercus","Quercus","East Woods","Mesic woodland",787.035728504441,0
"180","I124",41.8139591590915,-88.042551775226,775.9326171875,0.242322419236695,32.2171407677634,6,25.9107827275628,15.6162743571295,0.0952380952380952,NA,1,2,2,NA,"Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",783.739552679234,0
"181","I133",41.8140420263344,-88.0392530991305,762.792297363281,0.306704701709363,38.3897730010934,2,13.2864315424298,5.23253380465917,NA,NA,1,4,4,"AshElm","Fraxinus","Fraxinus","East Woods","Mesic-wet mesic woodland, Mesic woodland",774.566621240272,0
"182","I138",41.8140877572555,-88.0374210085699,740.412170410156,0.295673801144007,46.494721929758,NA,NA,0.0549507140865256,0.81203007518797,0.111111111111111,1,4,4,NA,NA,"Rubus","Hidden Lake","Mesic-wet mesic shrubland",754.159441576261,0
"183","II105",41.8209173330806,-88.0498329978492,733.570495605469,0.359918337579049,199.583225141895,2,27.7421219634211,15.7349509916443,0.0198019801980198,NA,1,4,4,"WOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic shrubland",805.404158207205,0
"184","II118",41.8210372249202,-88.0450681452241,718.221984863281,0.392196300859805,83.3295755243583,1,13.8254841831307,6.5998174725601,0.157894736842105,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic woodland",750.903536136152,0
"185","II122",41.8210740228788,-88.0436023158183,681.88916015625,0.187394544644632,48.6493829850015,1,24.6674254317818,32.0659227901391,0.099290780141844,NA,1,4,4,"BurOak","Quercus","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",691.005789127967,0
"186","II130",41.8211479027846,-88.0406695042698,678.589477539062,0.281658269288124,241.37204809223,NA,NA,0.976009221736829,0.684210526315789,1,NA,NA,NA,NA,NA,"Ulmus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",746.573910859249,0
"187","II131",41.8211569196426,-88.0403035052514,680.460083007812,0.0458675829200893,207.323609111716,NA,5.89222017069208,3.36262863594281,0.521739130434783,1,NA,NA,NA,"Maple","Acer","Acer","East Woods","Mesic-wet mesic woodland, Mesic woodland",689.969515840036,0
"188","II136",41.8212030090758,-88.0384709817898,692.592834472656,0.176584924952672,213.232559427221,NA,12.2652704179423,8.78001664278906,0.5,NA,NA,NA,NA,"WOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",730.246489976578,0
"189","II142",41.8212584145361,-88.0362717663257,698.583801269531,0.273504354357824,197.976434603325,NA,10.2348734883989,13.5474814192439,0.232558139534884,1,NA,NA,NA,"B.wood","Tilia","Tilia","East Woods","Mesic woodland",752.731218193777,0
"190","II81",41.8206954477592,-88.058629287596,681.846496582031,0.13030014029635,350.436716170465,NA,13.1915876243911,2.55732169402677,0.24,NA,1,4,4,NA,"Pseudotsuga","Trifolium","East Woods","Mesic-wet mesic woodland, Mesic woodland",727.508449864035,0
"191","II87",41.8207508973229,-88.0564305648158,708.539245605469,0.334077223598183,313.50287800649,4,21.0494443781405,11.7274376830941,0.128205128205128,NA,1,4,4,"WOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",813.273416679917,0
"192","II90",41.8207787772821,-88.0553309720591,701.099365234375,0.161846144331245,348.519854454966,3,21.4709303887511,13.4044573914107,0.0833333333333333,NA,1,4,4,"Cherry","Quercus","Quercus","East Woods","Mesic woodland",757.505959900798,0
"193","J110",41.8141041070751,-88.0476948415737,770.078918457031,0.212715908916217,309.947396531478,NA,33.7758407301234,20.1212860691511,0.0212765957446809,0.0666666666666667,1,3,3,"WOak","Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic woodland",836.009660626439,0
"194","J121",41.8142058623238,-88.0436633256882,765.764221191406,0.0784980588671655,346.130980005381,6,35.5368995243771,22.5368095589666,0.4,NA,1,3,3,"WOak","Quercus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",792.934831235618,0
"195","J133",41.8143164885579,-88.0392653790961,754.766052246094,0.338565383682591,49.8028826714577,2,6.90748719704704,4.72451867990725,NA,NA,1,4,4,"Maple","Acer","Acer","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",771.627584326255,0
"196","J135",41.8143348536956,-88.0385327689979,735.273010253906,0.346338896203312,313.99728910137,1,17.2248677454744,4.49081751987526,NA,NA,1,4,4,"GAsh","Fraxinus","Acer","East Woods","Mesic-wet mesic woodland, Mesic woodland",844.022484772107,0
"197","JJ102",41.821163966561,-88.0509449260218,743.836669921875,0.151598276232871,118.635821788104,2,16.5298719104398,18.0103247986711,NA,NA,1,4,4,"ROak","Quercus","Quercus","East Woods","Mesic woodland",761.821656004422,0
"198","JJ105",41.8211917934343,-88.049845329561,738.197143554688,0.0866259838649177,203.4102083123,2,14.5277387538774,5.94979279469657,0.338028169014085,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic woodland",755.817752977909,0
"199","JJ111",41.8212470741971,-88.0476461191304,722.669677734375,0.203522517397742,23.1273527551625,3,10.9661227611636,6.13610107731793,0.196078431372549,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",727.376614787851,0
"200","JJ114",41.8212745275666,-88.0465467453644,726.101318359375,0.14953287507651,11.5422252375072,1,29.4260695196115,14.057500131571,0.117647058823529,NA,1,2,2,"WOak","Quercus","Quercus","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",727.82726048392,0
"201","JJ115",41.8212839044685,-88.0461800569371,722.695739746094,0.080620395852305,89.6427180240424,1,8.92708842476143,6.03243021472669,0.0555555555555556,NA,1,2,2,"WOak","Quercus","Quercus","East Woods","Mesic woodland",729.922771158469,0
"202","JJ121",41.8213391139184,-88.0439806167532,681.491821289062,0.346399909873894,31.8669233438384,1,32.2458182398871,0.338158240532466,0.5,NA,1,4,4,"WOak","Quercus","",NA,NA,692.530520663326,0
"203","JJ129",41.8214126627382,-88.0410487122252,676.865844726562,0.242711472733541,230.758072177386,NA,NA,2.55024573284363,0.977011494252874,1,NA,NA,NA,NA,NA,"Acer","Hidden Lake","Mesic-wet mesic woodland, Mesic woodland",732.873476269888,0
"204","JJ140",41.8215138401112,-88.0370167305656,698.998291015625,0.539720892498567,150.153964235027,NA,12.2650308328289,5.29830558244274,0.129032258064516,NA,NA,NA,NA,"B.wood","Tilia","","East Woods","Mesic woodland",780.039522604752,0
"205","JJ87",41.8210253576048,-88.0564429192104,698.151000976562,0.481040681244203,348.829429855773,4,4.59016215501625,2.97273218460888,0.4,NA,1,4,4,"Maple","Acer","Acer","East Woods","Mesic woodland",865.95214755241,0
"206","JJ93",41.821081106645,-88.0542434941295,707.784729003906,0.266757154440238,27.4948796763449,1,34.9638800719685,21.5859001326333,0.581395348837209,NA,1,4,4,"ROak","Quercus","Quercus","East Woods","Mesic woodland",715.119184868044,0
"207","JJ96",41.8211086231714,-88.053144125672,710.583190917969,0.268272735035094,294.013375464462,1,0.262076863390667,8.78151299300341,0.121621621621622,NA,1,4,4,"Cherry","Prunus","Quercus","East Woods","Mesic-wet mesic shrubland, Mesic savanna, Mesic woodland",789.45896329072,0
"208","K107",41.8143507600364,-88.0488061852666,749.260925292969,0.451345462676456,300.973969904067,NA,8.02308594244711,12.8926548943648,NA,NA,1,4,4,"WOak","Quercus","Quercus","East Woods","Mesic-wet mesic woodland, Mesic woodland",885.10416099289,0
