"","Acer","Acer_negundo","Acer_platanoides","Acer_rubrum","Acer_saccharinum","Acer_saccharum","Aesculus","Aesculus_glabra","Alnus","Carya","Carya_cordiformis","Carya_ovata","Celtis_occidentalis","Cercis_canadensis","Cladrastis_lutea","Crataegus","Fraxinus","Fraxinus_americana","Fraxinus_pennsylvanica","Fraxinus_quadrangulata","Gleditsia_triacanthos","Gymnocladus_dioica","Juglans_cinerea","Juglans_nigra","Liriodendron_tulipifera","Maclura_pomifera","Malus","Morus_alba","Morus_rubra","Ostrya_virginiana","Picea","Pinus_banksiana","Pinus_resinosa","Populus","Populus_alba","Populus_deltoides","Populus_grandidentata","Prunus_serotina","Prunus_virginiana","Pseudotsuga_menziesii","Quercus","Quercus_alba","Quercus_bicolor","Quercus_ellipsoidalis","Quercus_macrocarpa","Quercus_palustris","Quercus_rubra","Rhamnus_cathartica","Rhus_typhina","Ribes","Robinia_pseudoacacia","Salix_nigra","Tilia_americana","Ulmus","Ulmus_americana","Ulmus_pumila","Ulmus_rubra"
"QQ133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119598379748302,0,0,0,0,0,0,0,0,0.71618818753304,0,0,0,0,0,0.0999781428626202,0,0,0,0.064235289856038
"QQ139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502086926785492,0,0,0,0,0,0,0,0,0,0,0.476004973786482,0,0.021908099428026,0,0
"QQ140",0,0,0,0,0,0.0135733750976286,0,0,0,0,0,0,0,0,0,0,0,0.0135733750976286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932140649785544,0,0,0,0,0.0324190529191295,0,0,0,0,0,0.00829354710006902,0,0,0,0
"QQ146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640970152044867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299293864953097,0,0,0,0.0597359830020357
"R109",0,0,0,0,0,0.18846689705718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422242029543603,0,0,0,0,0,0,0,0,0,0,0.380630190432521,0,0,0,0.00866088296669604
"R113",0,0,0,0,0,0.245103012947268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157092659407278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739187721112004,0,0,0,0,0,0,0,0,0,0,0,0
"R116",0,0,0,0,0,0.131353769585175,0,0,0,0,0,0,0,0,0,0,0,0.361657153510002,0,0,0,0,0,0,0,0,0,0,0,0.0202317455347296,0,0,0,0,0,0,0,0,0,0,0,0.191660476469703,0,0,0.136785009021578,0,0.158311845878813,0,0,0,0,0,0,0,0,0,0
"R128",0,0,0,0,0,0.564903641089017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435096358910983,0,0,0,0,0,0,0,0,0,0
"R75",0,0,0,0,0,0.256744038585786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118900056365311,0,0,0,0.0854720023123156,0,0,0,0,0.538883902736588,0,0,0,0,0,0,0,0,0,0
"R86",0,0,0,0,0,0,0.0327449977494822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057234971467936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284433728181333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625586302601249,0,0,0,0
"RR113",0,0,0,0,0,0.0211534085775735,0,0,0,0,0.340359176508626,0,0,0,0,0.0337590707420214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230205762871149,0,0,0,0.374522581300631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RR126",0,0.380490933561174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337734314975111,0,0,0,0,0,0,0.281774751463714,0,0,0,0,0,0,0,0,0,0,0,0
"RR127",0,0.0691368163856757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144039978684398,0,0,0,0.102247624547998,0,0,0,0,0,0,0,0.117344695047848,0,0.152437474413956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307417505085237,0,0.0892938925861848,0,0.0180820132487024
"RR128",0,0.149349724076203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288790113638729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31009385510909,0,0.251766307175978
"RR129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228470914209369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351306697655092,0,0.288703164156163,0,0,0.174197327271349,0.162945719496459
"RR131",0,0,0,0,0,0.0152904223908944,0,0,0,0,0,0,0.020807086101095,0,0,0,0,0,0,0,0.103728842287388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107491702027039,0,0,0,0,0,0,0.0537730318417821,0,0,0,0,0,0,0,0.593695103589105,0,0.0616745907124463,0,0.0435392210502493
"RR134",0,0,0,0,0,0.0178644846157537,0,0,0,0,0.116670522984367,0,0,0,0,0.0257398643260785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146670983664031,0,0,0,0,0,0.460208373520877,0,0.232845770888893,0,0
"RR138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933157474424669,0,0,0,0,0,0,0,0,0,0,0.00931049337937625,0,0.0575320321959547,0,0
"RR139",0,0,0,0,0,0.0258257329194622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575136428656769,0,0,0,0,0,0,0,0,0,0,0.366192263789177,0,0.0328455746345924,0,0
"RR142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063002629673994,0,0,0,0.823680359465571,0,0,0,0,0,0,0,0,0,0,0.113317010860435,0,0,0,0
"RR95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"S105",0,0,0,0,0,0.524420536874613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475579463125387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S111",0,0,0,0,0,0.144169134254656,0,0,0,0,0,0,0,0,0,0,0,0,0.616153235912139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958890144707262,0,0,0,0,0,0.143788615362479,0,0,0,0
"S126",0,0,0,0,0,0.6211447685402,0,0,0,0,0,0,0,0,0,0,0,0.304191085530008,0,0,0,0,0,0.0746641459297919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S134",0,0,0,0,0,0.585198188456238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170332967898875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244468843644886,0,0,0,0
"S70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316809853477551,0,0,0.635052296784649,0,0.0481378497378002,0,0,0,0,0,0,0,0,0,0
"S72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903393115191164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909660688480884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021501173055432,0,0,0,0.978498826944568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323994170381841,0,0,0,0,0,0,0,0.0176298062078963,0,0,0,0.94997077675392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S92",0,0,0,0,0,0,0,0,0,0,0,0,0,0.129739496966316,0,0.0208097014936071,0,0,0.338956186039527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187412574736664,0,0,0,0,0,0,0.297391051265606,0,0,0,0,0,0,0,0,0,0.0256909894982804,0,0
"S97",0,0,0,0,0,0.0424872457148342,0,0,0,0,0,0.0632954504242147,0,0,0,0,0,0.0265136561614337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674363018695632,0,0,0,0.522748626307409,0,0,0,0,0.304486632095934,0,0,0,0,0,0.0166270561716728,0,0.0170977029375455,0,0
"SS113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168097203230434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173208182127688,0,0,0,0.574910823738217,0,0,0,0,0,0,0,0,0,0,0.0857621021259021,0,0.14930917168515,0,0
"SS130",0,0,0,0,0,0,0,0,0,0,0,0,0.294506369201458,0,0,0,0,0,0,0,0,0,0,0.250929005831906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16698744665219,0,0.0529718646350774,0,0.234605313679369
"SS136",0,0,0,0,0,0,0,0,0,0,0.0209849694565898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212970815538323,0,0,0.520382015656971,0,0,0,0,0,0,0,0.133832056841827,0,0.111830142506289,0,0
"SS141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694289317578769,0,0.305710682421231,0,0
"SS142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207753603942585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430502525817111,0,0,0,0,0,0,0,0,0,0,0.153340042171246,0,0.208403828069058,0,0
"T114",0,0,0,0,0,0.366977099342698,0,0,0,0,0,0,0,0,0,0,0,0,0.124889010073678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508133890583624,0,0,0,0,0,0,0,0,0,0,0,0
"T122",0,0,0,0,0,0.417262098191014,0,0,0,0,0,0,0,0,0,0,0,0.143146383630625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338999723405371,0,0,0,0,0.10059179477299,0,0,0,0,0,0,0,0,0,0
"T127",0,0,0,0,0,0.799162448323163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200837551676837,0,0,0,0
"T132",0,0,0,0,0,0.337345412361824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375971892464778,0,0,0,0,0.286682695173397,0,0,0,0,0,0,0,0,0,0
"T70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822257043461714,0,0,0,0,0.177742956538286,0,0,0,0,0,0,0,0,0,0
"T74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117010156082171,0,0,0,0.882989843917829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350267614361984,0,0,0,0.68691487945162,0,0,0.278058359112181,0,0,0,0,0,0,0,0,0,0,0,0
"T77",0.149565884302161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850434115697839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87097015997855,0,0,0,0,0,0,0,0,0.12902984002145,0,0
"T88",0,0,0,0,0,0,0,0.0585013979533796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710186369538956,0,0,0,0,0.154478550628802,0,0,0,0,0,0.0768336818788631,0,0,0,0
"TT110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133789784922111,0,0,0,0,0,0,0.956065841317257,0,0,0,0,0,0,0,0.0260661233000259,0,0.00448905689050585,0,0
"TT129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501759405218334,0,0,0,0,0,0,0,0,0,0,0,0,0.498736491006203,0,0,0,0,0,0,0,0,0.0985022601595069,0,0,0,0,0,0,0,0,0,0.03520595163095,0,0,0,0,0,0,0.054562901168809,0,0.262816455512698
"TT130",0,0,0,0,0,0,0,0,0,0,0,0,0.0220786889009473,0,0,0.0240050894924728,0,0.0940255826940158,0,0,0,0,0,0,0,0,0,0.0682688313560015,0,0,0,0,0,0,0,0,0,0.444457702955654,0,0,0,0,0,0,0,0,0,0.0167828643965693,0,0,0,0,0,0,0.0270252837038333,0,0.303355956500506
"TT131",0,0,0,0,0,0.0828549177510592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353004185386997,0,0,0,0,0,0,0,0,0.153187829351903,0,0,0,0,0,0.387725998959684,0,0,0,0.0232270685503571
"TT132",0,0,0,0,0,0.0791963888223875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116021802952152,0,0,0,0,0,0,0,0,0.695606618285327,0,0,0,0,0,0.109175189940134,0,0,0,0
"TT133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197693096334462,0,0,0,0,0,0,0,0.15100100154934,0,0,0,0,0,0,0,0,0.706952465775063,0,0,0,0,0,0.122277223042151,0,0,0,0
"TT137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394033219984358,0,0,0,0,0,0,0,0,0,0,0,0.0275942556750908,0,0,0,0,0,0,0,0.0722676139398589,0,0,0,0.65567128749866,0,0,0,0,0,0,0,0,0,0,0.137138656436035,0,0.0679248644519199,0,0
"TT140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620734258168127,0,0,0,0,0,0.240732351113928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583380929737111,0,0,0,0,0,0.0674040631374927,0,0.0464092301946556,0,0
"TT143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TT145",0,0,0,0,0,0,0,0,0,0,0,0,0.0132006504682106,0,0,0,0,0.0427701075170023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788913406409234,0,0,0,0,0,0,0,0,0,0,0.102313233732711,0,0.0528026018728424,0,0
"U107",0,0,0,0,0,0.0417095912914961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633805991417683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242509742524627,0,0.0819746747661936
"U110",0,0,0,0,0,0.128433379625731,0,0,0,0,0,0,0,0,0,0,0,0,0.563698769270554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131795057962294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120755879524617,0,0.0553169136168025,0,0
"U111",0,0,0,0,0,0.0182948852263394,0,0,0,0,0,0.0105546850181598,0,0,0,0,0,0.166232958552894,0,0,0,0,0,0,0,0,0,0,0,0.0124213894293091,0,0,0,0,0,0,0,0.012325463856627,0,0,0,0.0158488873667497,0,0,0.396386438362924,0,0.340358823847725,0,0,0,0,0,0.021253928534074,0,0,0,0.0063225398051982
"U125",0,0,0,0,0,0.328052682984492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353464396210139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488557028783349,0,0,0,0,0,0.148043848611144,0,0,0,0
"U130",0,0,0,0,0,0.156108432246913,0,0,0,0,0,0,0,0,0,0,0,0.499303719858047,0,0,0,0,0,0,0,0,0,0,0,0.0681168155781272,0,0,0,0,0,0,0,0,0,0,0,0.251516230153653,0,0,0,0,0,0,0,0,0,0,0.0249548021632596,0,0,0,0
"U134",0,0,0,0,0,0.243299282546877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619876936187023,0,0,0,0,0,0,0,0.1368237812661,0,0,0,0
"U70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103999818929758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989600018107024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325400441018265,0,0,0,0,0,0,0,0,0.674599558981735,0,0,0,0,0,0,0,0,0,0
"U95",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272357672085968,0,0,0,0,0.84583257558416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040536439164981,0,0,0,0,0,0.049049091389627,0,0.0373461266526346,0,0
"U96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96135967809004,0,0,0,0,0,0,0,0,0,0.0386403219099599,0,0
"U98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226651180066266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55347938146884,0,0,0,0,0,0,0,0.104627458434225,0,0.115241980030669,0,0
"UU125",0,0.141744322509655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814777983780986,0,0,0,0,0.0434776937093592,0
"UU129",0,0,0,0,0,0.0274502612174919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213755130658578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349313142126925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409481465997005
"UU130",0,0,0,0,0,0,0,0,0,0,0,0,0.015726861613383,0,0,0,0,0,0,0,0,0,0,0.335060855452453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544260554091706,0,0,0,0,0,0,0,0,0.0677584307962025,0,0,0,0,0,0,0,0,0,0.0371932980462555
"UU132",0,0,0,0,0,0.111016199301825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154861442144362,0,0,0,0,0,0,0,0,0.045660714577427,0,0,0,0,0,0.688461643976387,0,0,0,0
"V111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122871651673654,0,0,0,0,0,0,0,0.0451483267224669,0,0,0,0.319333297620009,0,0,0,0,0.51264672398387,0,0,0,0,0,0,0,0,0,0
"V113",0,0,0,0,0,0.101855899162841,0,0,0,0,0,0,0,0,0,0,0,0.242386150433167,0,0,0,0,0,0.210528197607869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417209913806048,0,0,0,0,0,0,0,0.0280198389900742,0,0,0,0
"V114",0,0,0,0,0,0.084667625179609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915332374820391,0,0,0,0,0,0,0,0,0,0,0,0
"V121",0,0,0,0,0,0.138800637969826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764092778231138,0,0,0,0,0,0,0,0,0,0,0.097106583799036,0,0,0,0
"V134",0,0,0,0,0,0.565516904819342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354253759396894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802293357837642
"V136",0,0,0,0,0,0.587476243107595,0,0,0,0,0,0,0,0,0,0.0446186444705512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258441520362419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109463592059435,0,0,0,0
"V73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147265415412526,0,0,0,0,0.172188489911267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741178140118857,0,0,0,0,0,0,0,0,0,0,0,0,0.0719068284286233,0,0
"V76",0,0,0,0,0,0.0663034963526686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307218753249901,0.780185812022457,0,0,0,0,0.122788816299884,0,0,0,0,0,0,0,0,0,0
"V84",0,0,0,0,0,0,0.0710855765820817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288633156554015,0,0,0,0.570612057022657,0,0,0,0,0,0,0,0,0,0,0,0,0.0696692098412464,0,0
"V89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304697575400816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830215645068295,0,0,0,0.813338033063405,0,0,0,0,0.0199556024446135,0,0,0,0,0,0.0223824477406326,0,0.0308325947044375,0,0
"V95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60986156284012,0,0,0.39013843715988,0,0,0,0,0,0,0,0,0,0,0,0
"VV122",0,0.263498616603878,0.245116657483473,0,0,0.0268232317701432,0,0,0,0,0,0,0,0,0,0,0,0,0.145685256980687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318876237161818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VV133",0,0.0203319863114537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231380176565778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550485724107133,0,0.161292172920603,0,0.0365099400950322
"W106",0,0,0,0,0,0.949538023981119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504619760188813
"W109",0,0,0,0,0,0,0,0,0,0,0,0.0575577637726589,0,0,0,0,0,0,0.383231202680406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112785018977401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446426014569533,0,0,0,0
"W112",0,0,0,0,0,0.780547627367866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527968862413718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166655486390762,0,0,0,0,0,0,0,0,0,0
"W128",0,0,0,0,0,0.233305781686779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766694218313221,0,0,0,0,0,0,0,0,0,0
"W132",0,0,0,0,0,0.834819159293259,0,0,0,0,0,0,0,0,0,0,0,0.158674719238057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650612146868417
"W136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164227977475599,0,0,0,0,0,0.835772022524401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"W71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302110976676362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969788902332364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"W72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747136004438106,0,0,0,0,0.252863995561894,0,0,0,0,0,0,0,0,0,0
"W87",0,0,0,0,0,0,0.00925769906726383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395460894665095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188352243137879,0,0,0,0,0.365052521372893,0,0,0,0,0,0,0,0.0418766417568691,0,0
"W91",0,0,0,0,0,0,0,0.0181889719765557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264099885812552,0,0,0,0.540878537275032,0,0,0,0,0.285388035862047,0,0,0,0,0,0.120778911380589,0,0.00835555492452078,0,0
