"","Acer","Acer_negundo","Acer_platanoides","Acer_rubrum","Acer_saccharinum","Acer_saccharum","Aesculus","Aesculus_glabra","Alnus","Carya","Carya_cordiformis","Carya_ovata","Celtis_occidentalis","Cercis_canadensis","Cladrastis_lutea","Crataegus","Fraxinus","Fraxinus_americana","Fraxinus_pennsylvanica","Fraxinus_quadrangulata","Gleditsia_triacanthos","Gymnocladus_dioica","Juglans_cinerea","Juglans_nigra","Liriodendron_tulipifera","Maclura_pomifera","Malus","Morus_alba","Morus_rubra","Ostrya_virginiana","Picea","Pinus_banksiana","Pinus_resinosa","Populus","Populus_alba","Populus_deltoides","Populus_grandidentata","Prunus_serotina","Prunus_virginiana","Pseudotsuga_menziesii","Quercus","Quercus_alba","Quercus_bicolor","Quercus_ellipsoidalis","Quercus_macrocarpa","Quercus_palustris","Quercus_rubra","Rhamnus_cathartica","Rhus_typhina","Ribes","Robinia_pseudoacacia","Salix_nigra","Tilia_americana","Ulmus","Ulmus_americana","Ulmus_pumila","Ulmus_rubra"
"WW102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"WW124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972469419659838,0,0,0,0,0,0.0275305803401615
"WW130",0,0,0,0,0,0,0,0,0,0,0.0408347538653081,0,0,0,0,0,0,0.168423583129839,0,0,0,0,0,0.547402902816917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100570502859031,0,0,0,0,0,0,0,0,0.0325043353015943,0,0,0,0,0,0,0,0,0,0.110263922027311
"WW137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587554629876779,0,0,0,0,0,0,0,0.0150300558600846,0,0,0,0,0,0,0,0,0.167923078361196,0,0,0,0,0,0.489010788845549,0,0.269280613945493,0,0
"WW140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282517473165724,0,0,0,0,0,0.0443523445481803,0,0,0,0,0,0,0,0.188675317296392,0,0,0,0,0,0,0,0,0.0380065356731386,0,0,0,0,0,0.432878963429022,0,0.0135693658875437,0,0
"WW146",0,0,0,0,0,0.0125994272490508,0,0,0,0,0,0,0,0,0,0,0,0,0.238402871481539,0,0,0,0,0.616052786842679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622193938224733,0,0,0,0,0,0,0,0.0707255206042576,0,0,0,0
"X110",0,0,0,0,0,0.154985722469237,0,0,0,0,0,0.0222053849930183,0,0,0,0,0,0,0.503999422079226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618756774653968,0,0,0,0,0,0,0,0,0.244896869601527,0,0,0,0,0,0,0,0.0120369233915958,0,0
"X118",0,0,0,0,0,0.142600931982802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899960682314317,0,0,0,0,0,0,0,0.0150237117095668,0,0,0,0,0,0,0,0,0.813115558450767,0,0,0,0,0,0.0202601910337205,0,0,0,0
"X121",0,0,0,0,0,0.29597320043146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126111578842396,0,0,0,0,0,0,0,0,0,0,0,0.577915220726144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266058310532807,0,0,0,0,0,0,0,0.278052397231188,0,0,0,0.543324236806533,0,0,0,0,0.108002094957687,0,0,0,0,0,0.0440154399513115,0,0,0,0
"X76",0,0,0,0,0,0.111954698773848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888045301226152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180683133996515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371302897011982,0,0.448013968991502,0,0,0,0,0,0,0,0,0,0
"X87",0,0,0,0,0,0,0.039570539121646,0,0,0,0,0.0934124919014663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564493001311321,0,0,0,0,0,0,0,0.1939543421384,0,0.0366833829650997,0,0.071886242562067
"X93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13972252259464,0,0,0.242169930810817,0,0.576182842158814,0,0,0,0,0,0.0419247044357278,0,0,0,0
"XX121",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XX125",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XX129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875318149755046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124681850244954,0,0
"XX134",0,0,0,0,0,0.0510559363024983,0,0,0,0,0,0,0,0,0,0,0,0.0180235958359398,0,0,0,0,0,0,0,0,0,0,0,0.0156917253783388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898957952858428,0,0,0,0.0162707896247952
"XX142",0,0.0419258960583425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540503112394657,0,0,0,0,0,0,0,0,0,0,0,0.0375847112166276,0,0,0,0,0,0,0,0.0954643645435448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705027756069013,0,0.0659469608730061,0,0
"XX147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281660976289317,0,0,0.280017079832399,0,0,0,0,0.668101397993226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237154245454432,0,0,0,0
"Y105",0,0,0,0,0,0.819112485506326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180887514493674,0,0
"Y110",0,0,0,0,0,0.574812226777844,0,0,0,0,0,0,0,0,0,0,0,0.196839146883191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228348626338965,0,0,0,0,0,0,0,0,0,0
"Y112",0,0,0,0,0,0.0837417110684294,0,0,0,0,0,0,0,0,0,0,0,0.134487491079259,0,0,0,0,0,0,0,0,0,0,0,0.0092654893265743,0,0,0,0,0,0,0,0.0612729215167988,0,0,0,0.331934445504144,0,0,0.213253241263718,0,0.166044700241076,0,0,0,0,0,0,0,0,0,0
"Y115",0,0,0,0,0,0.10890011798877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117038184351649,0,0,0,0.141362948532841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585809346909298,0,0,0,0,0,0,0,0.152223768133925,0,0,0,0
"Y121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Y128",0,0,0,0,0,0.28638186923725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514084846777769,0,0,0,0,0,0,0,0,0,0.199533283984982,0,0
"Y130",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976603476831944,0,0,0,0,0,0,0,0,0,0.0233965231680559,0,0,0,0,0,0,0,0,0
"Y80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671724667250787,0,0.29510031510124,0,0,0.033175017647973,0,0,0,0,0,0,0,0,0
"Y84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208631571738384,0,0,0,0,0,0,0,0.0237693184671597,0,0,0,0.82396265401822,0,0,0,0,0.0770534917741631,0,0,0,0,0,0,0,0.0543513785666187,0,0
"Y90",0,0,0,0,0,0.108333408974212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160890355893482,0,0,0.345250684183043,0,0.208943046564283,0,0,0,0,0,0.17658250438498,0,0,0,0
"Y96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690677579579041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135827989594026,0,0,0,0,0,0,0,0,0.748889820117724,0,0,0,0,0,0.046214432330346,0,0,0,0
"YY119",0,0.951056823980929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200625629581334,0,0,0,0,0,0,0.0288806130609373,0,0
"YY123",0,0.0569443374305277,0,0,0,0,0,0,0,0,0,0,0.154875266012003,0,0,0.03238610332682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695373172095552,0,0,0,0,0,0,0,0,0,0.0604211211350975,0,0,0,0,0,0,0,0,0
"YY132",0,0,0,0,0,0.00672119730729645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131751652565634,0,0,0,0.32031791942356,0,0,0.342789687849232,0,0,0,0,0,0,0,0.0250606262577572,0,0.0365776109553469,0,0.136781305641174
"YY137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608850748910137,0,0,0,0,0,0.392268626597397,0,0,0,0,0,0.0382604050676791,0,0,0,0,0,0,0,0.0343562937609186,0,0,0,0.36272714972057,0,0,0,0,0,0,0,0,0,0,0.0886014271168158,0,0,0,0.0229010228456061
"YY140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10844606112664,0,0,0,0,0,0,0,0,0.10844606112664,0,0,0,0,0,0,0,0,0,0.052147015508158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649505820770108,0,0.0814550414684541,0,0
"Z118",0,0,0,0,0,0.0390197934099749,0,0,0,0,0,0,0,0,0,0,0,0.0206843731903698,0,0,0,0,0,0,0,0,0,0,0,0.0620288639116105,0,0,0,0,0,0,0,0,0,0,0,0.83815524316945,0,0,0,0,0,0,0,0,0,0,0.00919880130825429,0,0.0309129250103402,0,0
"Z122",0,0,0,0,0,0.202049473530226,0,0,0,0,0,0,0,0,0,0,0,0,0.354544944551726,0,0,0,0,0,0,0,0,0,0,0.0278349719398971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415570609978152,0,0,0,0
"Z124",0,0,0,0,0.294174345650723,0.0370001594798864,0,0,0,0,0,0,0,0,0,0.106053069180319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562772425689071,0,0,0,0,0,0,0,0,0,0,0,0
"Z128",0,0,0,0,0,0.719253966200105,0,0,0,0,0,0,0,0,0,0,0,0.280746033799895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z132",0,0,0,0,0,0.416061987326348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116702230983582,0,0,0,0.404346831401808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062888950288262
"Z76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166101534505624,0,0,0,0,0,0,0,0,0,0,0,0.510114514596497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323783950897879,0,0,0,0,0,0,0,0,0,0
"Z82",0,0,0,0,0,0.0502467783251567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194979820328315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263725321860903,0,0,0,0,0.785389214934241,0,0,0,0,0,0,0,0.118493492521681,0,0
"Z86",0,0,0,0,0,0,0,0,0,0,0,0,0.0213987576573976,0,0,0,0,0,0,0,0,0,0,0.431221224897635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312651264124653,0,0,0,0,0.0223450733755436,0,0,0,0,0,0.0913809957495151,0,0.121002684195256,0,0
"Z92",0,0,0,0,0,0.0285641762451944,0,0,0,0,0,0,0,0,0,0,0,0,0.123949347384199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731662697314927,0,0,0,0,0.11582377905568,0,0,0,0,0,0,0,0,0,0
"ZZ130",0,0,0,0,0,0,0,0,0,0,0,0,0.110019044014358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168598348082375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286127100480448,0,0.188892688886597,0,0.246362818536223
"ZZ132",0,0.00816338707336022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469815913680981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385154149940307,0,0,0,0,0,0,0,0.136866549305351,0,0,0,0
"ZZ134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276319422674068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818772887170423,0,0.153595170562171,0,0
"ZZ142",0,0,0,0,0,0,0,0,0,0,0.0404748502442659,0,0,0,0,0,0,0,0.031923479074772,0,0,0,0,0,0,0,0,0,0,0.0109432963717363,0,0,0,0,0,0,0,0.195320654505624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721337719803602,0,0,0,0
